time_casa;time_visitante;total_gols_casa;total_gols_visitante;total_gols_jogo;total_escanteios_casa;total_escanteios_visitante;total_cartoes_amarelos_casa;total_cartoes_vermelhos_casa;total_cartoes_amarelos_visitante;total_cartoes_vermelhos_visitante;chutes_casa;chutes_visitanes;chutes_no_gol_casa;chutes_no_gol_visitante;chutes_fora_do_gol_casa;chutes_fora_do_gol_visitante;faltas_time_casa;faltas_time_visitante;posse_de_bola_casa;posse_de_bola_visitante;liga;qtd_torcedores;mes;dia;ano;key_home;key_away
manaus;vilanova;1;1;2;3;4;4;0;5;1;8;9;5;5;3;4;-1;-1;50;50;brazilcopa;;2;14;2019;manaus_bra;vilanova_bra
riobranco;bahia;2;2;4;1;12;2;0;2;0;7;12;5;3;2;9;-1;-1;50;50;brazilserie;;2;14;2019;riobranco_bra;bahia_bra
atleticotubarao;brasildepelotas;0;0;0;7;1;2;0;6;0;8;6;2;2;6;4;16;23;65;35;brazilcopa;;2;14;2019;atleticotubarao_bra;brasildepelotas_bra
urt;coritiba;3;2;5;3;5;4;0;2;0;9;11;7;8;2;3;14;19;46;54;brazilcopa;;2;14;2019;urt_bra;coritiba_bra
sinop;santacruz;1;2;3;5;5;2;0;3;1;10;8;7;5;3;3;10;22;61;39;brazilcopa;;2;15;2019;sinop_bra;santacruz_bra
fastclube;oeste;1;6;7;5;5;4;1;3;0;10;11;4;8;6;3;-1;-1;50;50;brazilcopa;318;2;15;2019;fastclube_bra;oeste_bra
londrina;parana;1;1;2;3;2;2;0;3;0;17;8;6;5;11;3;9;23;61;39;brazilcopa;;2;19;2019;londrina_bra;parana_bra
luverdense;figueirense;1;0;1;2;2;1;0;4;0;8;6;4;4;4;2;11;19;46;54;brazilserie;1315;2;20;2019;luverdense_bra;figueirense_bra
corinthians;avenida;4;2;6;8;4;0;0;3;0;27;7;14;3;13;4;10;15;71;29;brazilcopa;21120;2;21;2019;corinthians_bra;avenida_bra
santacruz;nautico;1;1;2;3;3;1;0;5;0;2;2;2;2;0;0;19;24;49;51;brazilcopa;15288;2;21;2019;santacruz_bra;nautico_bra
serra;vascodagama;0;2;2;2;8;4;0;2;0;8;14;0;5;8;9;19;20;43;57;brazilcopa;16736;2;21;2019;serra_bra;vascodagama_bra
criciuma;oeste;0;0;0;5;4;3;1;3;0;16;7;9;2;7;5;19;20;48;52;brazilserie;;2;21;2019;criciuma_bra;oeste_bra
goias;crb;1;1;2;10;4;3;0;7;0;18;3;9;2;9;1;16;21;67;33;brazilcopa;7641;2;22;2019;goias_bra;crb_bra
uniclinic;atleticogo;0;4;4;10;2;1;0;4;0;12;12;6;7;6;5;14;18;50;50;brazilcopa;232;2;27;2019;uniclinic_bra;atleticogo_bra
fozdoiguaçu;ceara;0;0;0;0;7;3;0;1;0;6;17;3;5;3;12;11;11;34;66;brazilcopa;;2;27;2019;fozdoiguaçu_bra;ceara_bra
urt;vilanova;2;2;4;2;2;2;0;4;0;15;8;6;4;9;4;11;16;49;51;brazilcopa;;2;28;2019;urt_bra;vilanova_bra
botafogo;cuiaba;3;0;3;4;4;6;0;3;1;11;13;5;5;6;8;8;18;53;47;brazilcarioca;;2;28;2019;botafogo_bra;cuiaba_bra
tombense;botafogopb;2;2;4;9;2;2;0;4;0;20;11;9;6;11;5;12;17;50;50;brazilmineiro;;2;28;2019;tombense_bra;botafogopb_bra
juventude;americamineiro;2;1;3;1;4;6;0;3;0;4;11;4;5;0;6;18;16;37;63;brazilgaucho;;3;1;2019;juventude_bra;americamineiro_bra
santacruzdenatalrn;bahia;0;1;1;6;9;1;0;2;0;6;9;2;5;4;4;10;13;50;50;brazilcopa;;3;6;2019;santacruzdenatalrn_bra;bahia_bra
fluminense;ypirangaerechim;3;0;3;6;2;1;0;1;0;17;6;8;2;9;4;12;9;71;29;brazilcopa;;3;7;2019;fluminense_bra;ypirangaerechim_bra
mixto;chapecoense;1;2;3;2;3;1;0;1;0;13;14;6;5;7;9;13;15;40;60;brazilcopa;;3;7;2019;mixto_bra;chapecoense_bra
avai;brasildepelotas;2;0;2;7;1;3;0;8;1;12;5;4;2;8;3;10;19;61;39;brazilcopa;;3;7;2019;avai_bra;brasildepelotas_bra
abc;motoclubma;2;2;4;8;4;3;0;2;0;16;9;7;5;9;4;23;12;56;44;brazilcopa;;3;7;2019;abc_bra;motoclubma_bra
santos;americarn;4;0;4;11;1;3;0;3;1;22;8;10;2;12;6;19;20;68;32;brazilcopa;;3;8;2019;santos_bra;americarn_bra
botafogopb;londrina;0;2;2;5;0;3;0;7;1;15;6;6;5;9;1;14;22;65;35;brazilcopa;12269;3;13;2019;botafogopb_bra;londrina_bra
ceara;corinthians;1;3;4;6;3;1;0;1;0;18;9;9;7;9;2;18;12;55;45;southamerica;26199;3;14;2019;ceara_bra;corinthians_bra
vascodagama;avai;3;2;5;13;5;0;0;2;0;18;15;6;9;12;6;11;18;63;37;brazilcarioca;;3;15;2019;vascodagama_bra;avai_bra
chapecoense;criciuma;3;2;5;6;6;1;0;3;0;17;14;10;6;7;8;10;13;61;39;brazilserie;6059;3;27;2019;chapecoense_bra;criciuma_bra
crb;bahia;1;1;2;2;13;2;0;1;0;15;20;5;8;10;12;18;12;44;56;brazilserie;6026;4;2;2019;crb_bra;bahia_bra
luverdense;fluminense;0;0;0;4;3;2;0;4;0;5;9;2;4;3;5;11;15;36;64;brazilserie;;4;3;2019;luverdense_bra;fluminense_bra
aparecidense;pontepreta;2;0;2;3;10;1;0;6;0;13;9;4;4;9;5;17;20;46;54;brazilcopa;3973;4;3;2019;aparecidense_bra;pontepreta_bra
londrina;botafogopb;3;3;6;3;9;2;0;3;0;10;23;5;12;5;11;18;16;44;56;brazilcopa;;4;3;2019;londrina_bra;botafogopb_bra
corinthians;ceara;0;1;1;3;7;1;1;1;0;16;14;6;6;10;8;11;20;45;55;brazilcopa;34911;4;4;2019;corinthians_bra;ceara_bra
abc;santacruz;1;0;1;9;3;0;0;0;0;19;6;8;3;11;3;21;16;52;48;brazilcopa;;4;4;2019;abc_bra;santacruz_bra
atleticogo;santos;1;0;1;5;4;3;0;3;1;15;8;7;4;8;4;17;14;38;62;southamerica;10525;4;4;2019;atleticogo_bra;santos_bra
botafogo;juventude;1;1;2;7;2;3;1;3;1;15;4;9;2;6;2;9;14;74;26;brazilcarioca;;4;5;2019;botafogo_bra;juventude_bra
bahia;crb;1;0;1;7;2;1;1;4;1;13;4;3;0;10;4;11;18;50;50;southamerica;;4;9;2019;bahia_bra;crb_bra
bragantinopa;aparecidense;3;2;5;-1;-1;2;0;2;2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilcopa;;4;10;2019;bragantinopa_bra;aparecidense_bra
criciuma;chapecoense;0;2;2;6;3;1;0;2;0;7;5;2;4;5;1;18;19;58;42;brazilserie;;4;10;2019;criciuma_bra;chapecoense_bra
fluminense;luverdense;2;0;2;3;5;1;0;1;0;6;2;4;0;2;2;15;18;58;42;brazilcopa;6386;4;10;2019;fluminense_bra;luverdense_bra
avai;vascodagama;0;1;1;7;4;4;0;5;0;19;13;7;5;12;8;18;21;51;49;brazilcopa;;4;11;2019;avai_bra;vascodagama_bra
santacruz;abc;3;0;3;6;6;3;0;5;0;17;20;10;10;7;10;7;14;49;51;brazilcopa;16580;4;11;2019;santacruz_bra;abc_bra
juventude;botafogo;2;1;3;10;2;4;0;3;2;17;6;5;3;12;3;21;8;63;37;brazilgaucho;;4;11;2019;juventude_bra;botafogo_bra
santos;atleticogo;3;0;3;12;4;0;1;6;0;30;10;12;6;18;4;9;18;63;37;brazilcopa;11623;4;12;2019;santos_bra;atleticogo_bra
vilanova;bragantinopa;2;0;2;2;7;2;0;4;0;15;7;6;2;9;5;20;15;46;54;brazilserie;9231;4;16;2019;vilanova_bra;bragantinopa_bra
santos;vascodagama;2;0;2;12;3;2;0;1;0;17;8;8;3;9;5;17;8;55;45;brazilcopa;8659;4;17;2019;santos_bra;vascodagama_bra
chapecoense;corinthians;1;0;1;2;8;2;0;2;0;15;6;8;2;7;4;14;14;38;62;brazilserie;7750;4;18;2019;chapecoense_bra;corinthians_bra
fluminense;santacruz;2;0;2;5;1;1;0;1;0;27;6;13;3;14;3;13;16;75;25;brazilcopa;19860;4;18;2019;fluminense_bra;santacruz_bra
bahia;londrina;4;0;4;7;0;3;0;0;1;18;4;6;2;12;2;20;8;56;44;southamerica;17616;4;18;2019;bahia_bra;londrina_bra
bragantinopa;vilanova;2;1;3;3;3;4;2;8;0;8;10;4;6;4;4;22;32;53;47;brazilcopa;6905;4;20;2019;bragantinopa_bra;vilanova_bra
vascodagama;santos;2;1;3;5;4;3;0;5;0;10;11;4;5;6;6;18;16;46;54;brazilcarioca;8859;4;24;2019;vascodagama_bra;santos_bra
corinthians;chapecoense;2;0;2;9;3;2;0;2;0;17;14;6;3;11;11;17;12;50;50;brazilcopa;33582;4;25;2019;corinthians_bra;chapecoense_bra
juventude;vilanova;0;0;0;5;4;0;0;2;0;17;17;2;4;15;13;9;11;59;41;brazilgaucho;6107;4;25;2019;juventude_bra;vilanova_bra
londrina;bahia;2;1;3;10;5;3;0;4;0;12;15;4;6;8;9;12;22;52;48;brazilcopa;411;4;25;2019;londrina_bra;bahia_bra
santacruz;fluminense;2;0;2;7;5;2;0;3;0;13;15;6;7;7;8;23;18;39;61;brazilcopa;25082;4;26;2019;santacruz_bra;fluminense_bra
vilanova;juventude;0;0;0;10;7;2;0;1;0;15;9;3;4;12;5;13;9;52;48;brazilserie;21776;5;8;2019;vilanova_bra;juventude_bra
atleticomineiro;santos;0;0;0;3;11;2;0;0;0;15;9;5;4;10;5;12;14;43;57;brazilmineiro;11176;5;15;2019;atleticomineiro_bra;santos_bra
corinthians;flamengo;0;1;1;7;6;2;0;1;0;9;11;6;5;3;6;11;11;42;58;brazilcopa;30364;5;16;2019;corinthians_bra;flamengo_bra
fluminense;cruzeiro;1;1;2;6;1;2;0;2;0;16;2;7;2;9;0;15;14;68;32;brazilcopa;16806;5;16;2019;fluminense_bra;cruzeiro_bra
fortaleza;atleticopr;0;0;0;1;1;2;0;2;0;3;8;0;4;3;4;14;19;38;62;brazilcopa;27075;5;16;2019;fortaleza_bra;atleticopr_bra
sampaiocorrea;palmeiras;0;1;1;10;5;1;0;0;0;10;5;3;3;7;2;23;16;36;64;brazilserie;22682;5;22;2019;sampaiocorrea_bra;palmeiras_bra
saopaulo;bahia;0;1;1;7;5;3;0;4;0;11;14;7;5;4;9;12;14;69;31;brazilpaulista;19508;5;23;2019;saopaulo_bra;bahia_bra
juventude;gremio;0;0;0;2;11;3;0;2;0;8;12;5;6;3;6;23;13;37;63;brazilgaucho;10028;5;23;2019;juventude_bra;gremio_bra
internacional;paysandu;3;1;4;12;4;1;0;1;0;17;8;9;3;8;5;10;16;59;41;southamerica;14219;5;23;2019;internacional_bra;paysandu_bra
paysandu;internacional;0;1;1;2;4;3;1;2;0;10;13;4;6;6;7;23;12;32;68;brazilcopa;12386;5;29;2019;paysandu_bra;internacional_bra
bahia;saopaulo;1;0;1;0;7;1;0;4;1;14;14;7;3;7;11;17;17;32;68;southamerica;36016;5;30;2019;bahia_bra;saopaulo_bra
gremio;juventude;3;0;3;4;3;1;0;3;0;15;13;8;7;7;6;12;13;47;53;brazilgaucho;19560;5;30;2019;gremio_bra;juventude_bra
palmeiras;sampaiocorrea;2;0;2;2;5;4;0;4;0;8;9;7;3;1;6;15;16;57;43;southamerica;26880;5;30;2019;palmeiras_bra;sampaiocorrea_bra
flamengo;corinthians;1;0;1;8;6;2;0;2;0;11;14;5;5;6;9;17;19;50;50;southamerica;60171;6;5;2019;flamengo_bra;corinthians_bra
cruzeiro;fluminense;2;2;4;4;5;3;0;2;0;11;9;8;6;3;3;13;10;41;59;southamerica;47460;6;5;2019;cruzeiro_bra;fluminense_bra
atleticopr;fortaleza;1;0;1;12;4;2;0;2;1;16;8;6;5;10;3;16;10;65;35;southamerica;15797;6;5;2019;atleticopr_bra;fortaleza_bra
santos;atleticomineiro;1;2;3;3;9;3;0;3;0;15;10;6;8;9;2;14;13;55;45;brazilcopa;16857;6;6;2019;santos_bra;atleticomineiro_bra
gremio;bahia;1;1;2;9;4;2;0;2;0;11;8;7;3;4;5;8;14;63;37;brazilgaucho;28838;7;10;2019;gremio_bra;bahia_bra
atleticopr;flamengo;1;1;2;10;4;1;0;1;0;10;7;5;5;5;2;11;15;57;43;southamerica;22825;7;11;2019;atleticopr_bra;flamengo_bra
palmeiras;internacional;1;0;1;4;1;2;0;3;0;10;7;4;4;6;3;20;20;48;52;southamerica;36433;7;11;2019;palmeiras_bra;internacional_bra
cruzeiro;atleticomineiro;3;0;3;1;9;0;0;0;0;9;6;6;3;3;3;8;16;35;65;southamerica;0;7;11;2019;cruzeiro_bra;atleticomineiro_bra
bahia;gremio;0;1;1;2;5;4;1;4;0;8;9;3;4;5;5;13;16;37;63;southamerica;46663;7;17;2019;bahia_bra;gremio_bra
atleticomineiro;cruzeiro;2;0;2;12;2;4;1;4;1;15;4;6;2;9;2;15;11;68;32;brazilmineiro;22145;7;17;2019;atleticomineiro_bra;cruzeiro_bra
flamengo;atleticopr;1;1;2;10;5;2;0;3;0;10;8;7;2;3;6;18;22;59;41;southamerica;69980;7;18;2019;flamengo_bra;atleticopr_bra
internacional;palmeiras;1;0;1;9;1;3;2;4;0;10;6;9;2;1;4;21;20;58;42;southamerica;0;7;18;2019;internacional_bra;palmeiras_bra
cruzeiro;internacional;0;1;1;6;3;1;0;1;0;7;8;2;6;5;2;14;14;63;37;southamerica;0;8;8;2019;cruzeiro_bra;internacional_bra
gremio;atleticopr;2;0;2;1;3;2;0;2;0;18;11;9;2;9;9;14;20;48;52;brazilgaucho;43280;8;15;2019;gremio_bra;atleticopr_bra
atleticopr;gremio;2;0;2;4;4;4;0;1;1;11;4;3;3;8;1;19;13;69;31;southamerica;28841;9;4;2019;atleticopr_bra;gremio_bra
internacional;cruzeiro;3;0;3;7;2;0;0;0;0;17;10;7;4;10;6;14;7;38;62;southamerica;43175;9;5;2019;internacional_bra;cruzeiro_bra
atleticopr;internacional;1;0;1;4;5;3;0;0;0;9;11;3;4;6;7;18;7;63;37;southamerica;38490;9;12;2019;atleticopr_bra;internacional_bra
internacional;atleticopr;1;2;3;8;2;3;0;2;0;17;10;7;4;10;6;22;19;60;40;southamerica;46747;9;19;2019;internacional_bra;atleticopr_bra
coruripe;juventude;0;0;0;4;2;5;0;7;0;9;5;3;2;6;3;-1;-1;60;40;brazilcopa;;2;5;2020;coruripe_bra;juventude_bra
independentepa;crb;2;3;5;5;0;-1;-1;-1;-1;12;13;8;9;4;4;-1;-1;58;42;brazilcopa;;2;5;2020;independentepa_bra;crb_bra
barbalha;operariopr;0;3;3;9;1;1;0;2;0;16;7;7;4;9;3;-1;-1;50;50;brazilcopa;;2;5;2020;barbalha_bra;operariopr_bra
santoandre;criciuma;4;1;5;5;6;0;0;0;0;9;10;5;4;4;6;16;11;44;56;brazilserie;;2;5;2020;santoandre_bra;criciuma_bra
saoluiz;americarn;0;0;0;9;7;-1;-1;-1;-1;15;7;8;4;7;3;-1;-1;70;30;brazilserie;;2;5;2020;saoluiz_bra;americarn_bra
xvdepiracicaba;londrina;1;0;1;6;3;4;1;3;0;9;3;3;2;6;1;-1;-1;57;43;brazilcopa;;2;5;2020;xvdepiracicaba_bra;londrina_bra
bahiadefeira;luverdense;3;1;4;5;7;-1;-1;-1;-1;10;12;6;6;4;6;-1;-1;39;61;brazilcopa;;2;5;2020;bahiadefeira_bra;luverdense_bra
santosap;americamineiro;1;1;2;0;6;-1;-1;-1;-1;12;16;3;7;9;9;-1;-1;51;49;brazilcopa;;2;5;2020;santosap_bra;americamineiro_bra
vilhenense;boa;1;1;2;3;3;-1;-1;-1;-1;8;16;6;8;2;8;-1;-1;53;47;brazilcopa;;2;5;2020;vilhenense_bra;boa_bra
ceovoperario;santacruz;0;0;0;4;7;1;0;5;0;6;9;0;3;6;6;17;22;47;53;brazilserie;832;2;6;2020;ceovoperario_bra;santacruz_bra
palmas;parana;0;2;2;9;5;-1;-1;-1;-1;20;10;9;8;11;2;-1;-1;50;50;brazilcopa;;2;6;2020;palmas_bra;parana_bra
river;bahia;1;0;1;4;9;0;0;0;0;8;15;4;5;4;10;14;19;46;54;brazilcopa;;2;6;2020;river_bra;bahia_bra
caxias;botafogo;1;1;2;9;4;0;0;0;0;29;11;7;6;22;5;18;16;60;40;brazilgaucho;;2;6;2020;caxias_bra;botafogo_bra
aquidauanense;abc;0;1;1;3;1;-1;-1;-1;-1;17;8;8;2;9;6;-1;-1;57;43;brazilcopa;;2;6;2020;aquidauanense_bra;abc_bra
fastclube;goias;0;2;2;8;3;-1;-1;-1;-1;13;15;9;10;4;5;-1;-1;41;59;brazilcopa;;2;6;2020;fastclube_bra;goias_bra
novorizontino;figueirense;1;2;3;8;4;0;0;0;0;11;7;5;4;6;3;17;9;52;48;brazilserie;;2;6;2020;novorizontino_bra;figueirense_bra
brasiliense;paysandu;1;1;2;5;5;0;0;0;0;14;6;8;5;6;1;13;22;63;37;brazilserie;;2;6;2020;brasiliense_bra;paysandu_bra
vitoriafutebolclubees;csa;2;1;3;3;8;0;1;0;0;12;10;6;7;6;3;-1;-1;47;53;brazilcopa;;2;6;2020;vitoriafutebolclubees_bra;csa_bra
uniaorondonopolis;atleticogo;0;1;1;3;5;0;0;0;0;6;7;2;3;4;4;19;23;50;50;brazilcopa;;2;7;2020;uniaorondonopolis_bra;atleticogo_bra
imperatriz;vitoria;0;0;0;4;1;0;0;0;0;8;8;0;0;8;8;12;17;57;43;brazilcopa;;2;12;2020;imperatriz_bra;vitoria_bra
bragantinopa;ceara;1;2;3;4;4;-1;-1;-1;-1;7;19;2;14;5;5;-1;-1;50;50;brazilcopa;;2;12;2020;bragantinopa_bra;ceara_bra
bangu;oeste;1;1;2;2;11;0;0;0;0;10;12;5;3;5;9;15;23;45;55;brazilcopa;;2;12;2020;bangu_bra;oeste_bra
freipaulistano;remo;1;2;3;10;6;-1;-1;-1;-1;9;15;4;7;5;8;-1;-1;58;42;brazilcopa;;2;12;2020;freipaulistano_bra;remo_bra
caucaia;ecsaojose;1;2;3;2;3;-1;-1;-1;-1;9;9;5;5;4;4;-1;-1;55;45;brazilcopa;;2;12;2020;caucaia_bra;ecsaojose_bra
brusque;sportrecife;2;1;3;9;4;1;0;1;0;15;10;7;4;8;6;14;19;54;46;brazilcopa;3213;2;12;2020;brusque_bra;sportrecife_bra
atleticoalagoinhas;botafogopb;0;0;0;2;2;-1;-1;-1;-1;15;14;4;3;11;11;-1;-1;54;46;brazilserie;;2;12;2020;atleticoalagoinhas_bra;botafogopb_bra
gama;brasildepelotas;3;3;6;8;0;-1;-1;-1;-1;12;8;3;6;9;2;-1;-1;66;34;brazilcopa;;2;12;2020;gama_bra;brasildepelotas_bra
altos;vascodagama;1;1;2;3;7;0;0;0;0;9;25;3;10;6;15;17;14;44;56;brazilserie;;2;13;2020;altos_bra;vascodagama_bra
tcw;nautico;0;2;2;2;6;-1;-1;-1;-1;10;16;4;8;6;8;-1;-1;44;56;brazilcopa;;2;13;2020;tcw_bra;nautico_bra
campinense;atleticomineiro;0;0;0;5;5;0;0;0;0;14;7;3;3;11;4;23;20;48;52;brazilserie;;2;13;2020;campinense_bra;atleticomineiro_bra
águianegra;sampaiocorrea;2;1;3;3;5;-1;-1;-1;-1;8;15;4;6;4;9;-1;-1;45;55;brazilcopa;;2;13;2020;águianegra_bra;sampaiocorrea_bra
galvez;vilanova;0;1;1;2;7;-1;-1;-1;-1;8;9;0;3;8;6;-1;-1;54;46;brazilcopa;;2;13;2020;galvez_bra;vilanova_bra
manaus;coritiba;1;0;1;1;12;-1;-1;-1;-1;5;7;5;4;0;3;-1;-1;50;50;brazilcopa;;2;13;2020;manaus_bra;coritiba_bra
ferroviaria;avai;2;0;2;8;5;0;0;0;0;9;12;4;4;5;8;17;13;51;49;brazilcopa;;2;13;2020;ferroviaria_bra;avai_bra
novohamburgo;pontepreta;1;2;3;8;1;0;0;0;0;15;8;4;4;11;4;23;16;58;42;brazilcopa;;2;13;2020;novohamburgo_bra;pontepreta_bra
afogados;atleticoacreano;3;0;3;4;5;-1;-1;-1;-1;23;10;11;2;12;8;-1;-1;48;52;brazilcopa;;2;13;2020;afogados_bra;atleticoacreano_bra
saoraimundorr;cruzeiro;2;2;4;4;5;0;0;0;0;11;14;3;4;8;10;17;19;50;50;brazilserie;;2;14;2020;saoraimundorr_bra;cruzeiro_bra
vitoriafutebolclubees;figueirense;0;1;1;5;1;-1;-1;-1;-1;8;4;4;2;4;2;-1;-1;51;49;brazilcopa;;2;19;2020;vitoriafutebolclubees_bra;figueirense_bra
lagarto;voltaredonda;1;0;1;1;2;-1;-1;-1;-1;6;11;4;2;2;9;-1;-1;36;64;brazilserie;;2;19;2020;lagarto_bra;voltaredonda_bra
boavista;chapecoense;0;2;2;6;4;0;0;0;0;9;13;6;9;3;4;15;19;57;43;brazilcarioca;;2;19;2020;boavista_bra;chapecoense_bra
paysandu;crb;1;1;2;9;3;0;0;0;0;15;10;4;5;11;5;16;13;57;43;brazilcopa;;2;19;2020;paysandu_bra;crb_bra
nautico;botafogo;1;1;2;4;2;0;0;0;0;18;10;7;3;11;7;16;17;43;57;europeuefa;;2;20;2020;nautico_bra;botafogo_bra
oeste;ceara;1;1;2;4;8;-1;-1;-1;-1;14;12;8;3;6;9;-1;-1;49;51;brazilserie;;2;20;2020;oeste_bra;ceara_bra
brusque;remo;5;1;6;6;5;5;0;3;0;18;9;13;5;5;4;16;14;58;42;brazilcopa;3892;2;21;2020;brusque_bra;remo_bra
xvdepiracicaba;juventude;1;1;2;2;5;0;0;0;0;15;10;10;6;5;4;18;14;42;58;brazilcopa;;2;26;2020;xvdepiracicaba_bra;juventude_bra
parana;bahiadefeira;3;2;5;10;0;0;0;0;0;17;4;11;3;6;1;20;17;62;38;brazilcopa;;2;26;2020;parana_bra;bahiadefeira_bra
river;americarn;1;1;2;8;4;-1;-1;-1;-1;14;7;5;5;9;2;-1;-1;56;44;brazilcopa;;2;26;2020;river_bra;americarn_bra
ferroviaria;águianegra;6;2;8;10;3;-1;-1;-1;-1;18;12;10;6;8;6;-1;-1;59;41;brazilcopa;;2;26;2020;ferroviaria_bra;águianegra_bra
motoclubma;fluminense;2;4;6;7;4;0;0;0;0;14;12;7;8;7;4;19;13;49;51;brazilserie;;2;27;2020;motoclubma_bra;fluminense_bra
afogados;atleticomineiro;2;2;4;1;12;-1;-1;-1;-1;17;30;5;10;12;20;-1;-1;42;58;brazilcopa;;2;27;2020;afogados_bra;atleticomineiro_bra
ecsaojose;chapecoense;0;0;0;4;1;2;0;4;0;10;11;5;4;5;7;13;17;58;42;brazilserie;;2;27;2020;ecsaojose_bra;chapecoense_bra
pontepreta;vilanova;0;0;0;7;2;0;0;0;0;19;7;6;4;13;3;21;19;62;38;brazilcopa;;2;28;2020;pontepreta_bra;vilanova_bra
santoandre;goias;0;2;2;11;7;0;0;0;0;9;11;3;8;6;3;20;11;51;49;brazilserie;;3;4;2020;santoandre_bra;goias_bra
fluminense;botafogopb;2;0;2;6;1;-1;-1;-1;-1;11;9;9;4;2;5;-1;-1;50;50;brazilcopa;;3;4;2020;fluminense_bra;botafogopb_bra
brasildepelotas;manaus;1;0;1;6;5;-1;-1;-1;-1;12;8;4;2;8;6;-1;-1;48;52;brazilserie;;3;4;2020;brasildepelotas_bra;manaus_bra
boa;cruzeiro;1;1;2;4;6;0;0;0;0;9;11;3;5;6;6;25;14;43;57;brazilserie;;3;5;2020;boa_bra;cruzeiro_bra
atleticogo;santacruz;1;1;2;5;6;0;0;0;0;17;6;3;3;14;3;24;15;60;40;southamerica;;3;5;2020;atleticogo_bra;santacruz_bra
vitoria;lagarto;3;1;4;5;3;0;0;0;0;19;12;8;3;11;9;26;18;58;42;southamerica;;3;5;2020;vitoria_bra;lagarto_bra
operariopr;americamineiro;0;2;2;6;5;-1;-1;-1;-1;5;12;2;8;3;4;-1;-1;46;54;brazilserie;;3;5;2020;operariopr_bra;americamineiro_bra
vascodagama;abc;1;0;1;6;5;0;0;0;0;17;9;7;3;10;6;10;12;58;42;brazilcarioca;;3;6;2020;vascodagama_bra;abc_bra
botafogo;parana;1;0;1;5;6;0;0;0;0;10;11;6;5;4;6;11;13;57;43;brazilcarioca;;3;10;2020;botafogo_bra;parana_bra
juventude;americarn;1;1;2;9;4;-1;-1;-1;-1;11;7;3;3;8;4;-1;-1;61;39;brazilgaucho;;3;11;2020;juventude_bra;americarn_bra
figueirense;fluminense;1;0;1;3;2;0;0;0;0;9;9;4;6;5;3;17;17;46;54;southamerica;;3;11;2020;figueirense_bra;fluminense_bra
ferroviaria;americamineiro;0;0;0;4;2;-1;-1;-1;-1;21;11;6;2;15;9;-1;-1;53;47;brazilcopa;;3;11;2020;ferroviaria_bra;americamineiro_bra
cruzeiro;crb;0;2;2;6;3;0;0;0;0;22;9;6;6;16;3;12;15;59;41;southamerica;;3;12;2020;cruzeiro_bra;crb_bra
atleticogo;ecsaojose;2;0;2;4;9;2;0;4;0;14;16;5;4;9;12;22;15;40;60;southamerica;4116;3;12;2020;atleticogo_bra;ecsaojose_bra
ceara;vitoria;1;0;1;9;4;0;0;0;0;21;9;8;2;13;7;9;15;55;45;southamerica;;3;12;2020;ceara_bra;vitoria_bra
pontepreta;afogados;3;0;3;7;2;-1;-1;-1;-1;16;7;10;4;6;3;-1;-1;63;37;brazilcopa;;3;12;2020;pontepreta_bra;afogados_bra
brasildepelotas;brusque;0;1;1;5;5;-1;-1;-1;-1;11;22;4;10;7;12;-1;-1;44;56;brazilserie;;3;13;2020;brasildepelotas_bra;brusque_bra
vascodagama;goias;0;1;1;6;5;0;0;0;0;17;10;5;6;12;4;17;18;58;42;brazilcarioca;;3;13;2020;vascodagama_bra;goias_bra
afogados;pontepreta;0;2;2;3;6;0;0;0;0;18;18;4;5;14;13;20;24;45;55;brazilcopa;;8;25;2020;afogados_bra;pontepreta_bra
americamineiro;ferroviaria;1;0;1;6;4;0;0;0;0;22;7;3;2;19;5;15;12;56;44;brazilserie;;8;25;2020;americamineiro_bra;ferroviaria_bra
fluminense;figueirense;3;0;3;2;5;0;0;0;0;8;7;6;4;2;3;24;27;53;47;brazilcopa;;8;26;2020;fluminense_bra;figueirense_bra
americarn;juventude;1;1;2;5;7;0;0;0;0;15;10;6;5;9;5;23;22;52;48;brazilcopa;;8;26;2020;americarn_bra;juventude_bra
crb;cruzeiro;1;1;2;1;7;0;0;0;0;8;16;4;8;4;8;17;17;40;60;brazilserie;;8;26;2020;crb_bra;cruzeiro_bra
parana;botafogo;1;2;3;6;6;0;0;0;0;15;8;5;5;10;3;17;14;54;46;brazilcopa;;8;26;2020;parana_bra;botafogo_bra
vitoria;ceara;3;4;7;2;8;0;0;0;0;18;18;5;6;13;12;10;12;37;63;southamerica;;8;27;2020;vitoria_bra;ceara_bra
goias;vascodagama;1;2;3;12;4;0;0;0;0;17;17;8;10;9;7;17;11;48;52;brazilcopa;;8;27;2020;goias_bra;vascodagama_bra
brusque;brasildepelotas;1;0;1;0;3;0;0;0;0;4;8;2;3;2;5;22;26;49;51;brazilcopa;;8;27;2020;brusque_bra;brasildepelotas_bra
ecsaojose;atleticogo;1;0;1;2;8;5;1;3;0;6;10;4;2;2;8;19;23;48;52;brazilserie;;8;28;2020;ecsaojose_bra;atleticogo_bra
pontepreta;americamineiro;2;2;4;0;9;4;0;0;0;11;12;3;5;8;7;21;11;47;53;brazilcopa;;9;16;2020;pontepreta_bra;americamineiro_bra
fluminense;atleticogo;1;0;1;8;2;1;0;3;0;10;5;5;0;5;5;16;13;52;48;brazilcopa;;9;17;2020;fluminense_bra;atleticogo_bra
