time_casa;time_visitante;total_gols_casa;total_gols_visitante;total_gols_jogo;total_escanteios_casa;total_escanteios_visitante;total_cartoes_amarelos_casa;total_cartoes_vermelhos_casa;total_cartoes_amarelos_visitante;total_cartoes_vermelhos_visitante;chutes_casa;chutes_visitanes;chutes_no_gol_casa;chutes_no_gol_visitante;chutes_fora_do_gol_casa;chutes_fora_do_gol_visitante;faltas_time_casa;faltas_time_visitante;posse_de_bola_casa;posse_de_bola_visitante;liga;qtd_torcedores;mes;dia;ano;key_home;key_away
palmeiras;saocaetano;0;0;0;12;6;1;0;3;0;25;15;11;8;14;7;8;19;51;49;southamerica;33478;10;26;2013;palmeiras_bra;saocaetano_bra
sportrecife;asa;4;2;6;3;6;4;0;4;0;9;15;4;8;5;7;24;14;53;47;brazilcopa;22099;10;26;2013;sportrecife_bra;asa_bra
guaratingueta;boa;0;0;0;7;6;3;0;1;0;11;14;5;6;6;8;23;27;53;47;brazilserie;1290;10;26;2013;guaratingueta_bra;boa_bra
americamineiro;paysandu;0;1;1;9;1;2;1;3;0;16;6;9;2;7;4;14;19;53;47;brazilserie;12959;10;29;2013;americamineiro_bra;paysandu_bra
atleticogo;avai;2;1;3;2;5;3;1;3;0;11;5;2;3;9;2;13;10;44;56;southamerica;2029;10;29;2013;atleticogo_bra;avai_bra
joinville;paysandu;4;2;6;-1;-1;2;0;4;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;brazilserie;8456;11;1;2013;joinville_bra;paysandu_bra
americamineiro;asa;1;0;1;14;5;1;0;6;0;18;5;6;3;12;2;16;23;59;41;brazilserie;6756;11;1;2013;americamineiro_bra;asa_bra
icasa;boa;1;0;1;6;7;1;0;1;0;10;10;5;4;5;6;21;25;48;52;brazilserie;2457;11;1;2013;icasa_bra;boa_bra
atleticogo;ceara;1;3;4;-1;-1;2;0;3;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;southamerica;2972;11;1;2013;atleticogo_bra;ceara_bra
parana;palmeiras;1;1;2;6;3;4;0;4;0;10;6;5;5;5;1;18;24;53;47;brazilcopa;11874;11;2;2013;parana_bra;palmeiras_bra
guaratingueta;chapecoense;0;0;0;8;2;0;0;2;1;12;10;5;7;7;3;17;19;69;31;brazilserie;1697;11;2;2013;guaratingueta_bra;chapecoense_bra
abc;americarn;3;3;6;2;7;3;0;5;0;11;14;4;6;7;8;16;19;47;53;brazilcopa;7295;11;2;2013;abc_bra;americarn_bra
sportrecife;saocaetano;3;0;3;6;3;3;0;2;0;12;13;2;7;10;6;30;11;45;55;brazilcopa;21692;11;2;2013;sportrecife_bra;saocaetano_bra
oeste;bragantino;2;0;2;12;8;3;0;2;1;7;12;4;8;3;4;17;13;61;39;brazilserie;639;11;2;2013;oeste_bra;bragantino_bra
avai;figueirense;0;4;4;17;2;3;1;4;0;8;8;6;3;2;5;23;23;53;47;brazilcopa;15739;11;3;2013;avai_bra;figueirense_bra
chapecoense;americarn;0;0;0;10;1;1;0;3;1;15;8;6;4;9;4;15;20;62;38;brazilserie;9945;11;5;2013;chapecoense_bra;americarn_bra
saocaetano;americamineiro;1;1;2;7;6;2;0;4;0;17;20;8;9;9;11;13;30;54;46;brazilserie;275;11;5;2013;saocaetano_bra;americamineiro_bra
bragantino;atleticogo;2;0;2;5;7;1;0;1;0;12;12;6;4;6;8;28;14;39;61;brazilpaulista;714;11;8;2013;bragantino_bra;atleticogo_bra
asa;avai;1;0;1;4;4;1;0;1;0;13;18;6;8;7;10;18;16;54;46;brazilserie;1307;11;8;2013;asa_bra;avai_bra
boa;parana;3;2;5;4;3;8;0;4;0;14;9;7;2;7;7;21;27;56;44;brazilserie;2593;11;8;2013;boa_bra;parana_bra
palmeiras;joinville;3;0;3;6;4;3;1;4;0;8;6;3;3;5;3;14;10;48;52;southamerica;10936;11;9;2013;palmeiras_bra;joinville_bra
ceara;sportrecife;4;1;5;4;6;3;0;3;1;20;10;9;4;11;6;19;18;59;41;southamerica;21077;11;9;2013;ceara_bra;sportrecife_bra
abc;icasa;1;0;1;6;9;3;0;3;0;13;12;9;5;4;7;27;17;47;53;brazilcopa;5258;11;9;2013;abc_bra;icasa_bra
paysandu;oeste;3;3;6;13;2;2;0;3;0;17;5;10;0;7;5;12;15;59;41;brazilcopa;7883;11;9;2013;paysandu_bra;oeste_bra
figueirense;guaratingueta;2;1;3;12;12;4;0;6;1;13;11;6;7;7;4;11;16;54;46;southamerica;7059;11;9;2013;figueirense_bra;guaratingueta_bra
boa;saocaetano;1;0;1;4;5;1;0;3;0;10;17;4;9;6;8;18;15;50;50;brazilserie;1730;11;12;2013;boa_bra;saocaetano_bra
figueirense;abc;2;0;2;3;7;4;0;5;1;6;9;2;4;4;5;21;18;51;49;southamerica;9621;11;12;2013;figueirense_bra;abc_bra
joinville;oeste;1;1;2;8;1;2;1;4;0;17;6;8;3;9;3;20;30;63;37;brazilserie;7670;11;12;2013;joinville_bra;oeste_bra
parana;chapecoense;0;1;1;10;2;2;0;2;0;15;8;6;4;9;4;24;27;59;41;brazilcopa;4452;11;12;2013;parana_bra;chapecoense_bra
bragantino;icasa;1;2;3;5;7;4;0;4;0;12;11;5;4;7;7;22;28;57;43;brazilpaulista;771;11;12;2013;bragantino_bra;icasa_bra
asa;guaratingueta;2;1;3;2;1;2;0;3;0;9;16;4;5;5;11;21;22;44;56;brazilserie;1517;11;12;2013;asa_bra;guaratingueta_bra
ceara;avai;2;1;3;6;3;3;1;3;0;10;10;3;0;7;10;14;15;45;55;southamerica;26327;11;12;2013;ceara_bra;avai_bra
americarn;americamineiro;2;2;4;10;8;3;0;2;0;18;10;9;4;9;6;14;16;55;45;brazilcopa;2511;11;12;2013;americarn_bra;americamineiro_bra
atleticogo;sportrecife;2;1;3;10;5;2;0;4;0;8;10;2;6;6;4;10;13;51;49;southamerica;1005;11;12;2013;atleticogo_bra;sportrecife_bra
paysandu;palmeiras;1;0;1;3;3;3;0;2;1;8;13;3;8;5;5;23;13;34;66;brazilcopa;29948;11;12;2013;paysandu_bra;palmeiras_bra
guaratingueta;ceara;0;1;1;9;3;2;0;1;0;14;10;8;0;6;10;9;20;60;40;brazilserie;1417;11;15;2013;guaratingueta_bra;ceara_bra
abc;asa;4;1;5;7;5;4;0;4;0;10;6;2;2;8;4;19;11;53;47;brazilcopa;7768;11;15;2013;abc_bra;asa_bra
icasa;paysandu;2;1;3;12;5;2;0;4;1;12;8;5;5;7;3;16;16;43;57;brazilserie;6631;11;15;2013;icasa_bra;paysandu_bra
chapecoense;bragantino;1;1;2;7;2;2;0;1;0;12;9;4;2;8;7;21;19;55;45;brazilserie;9565;11;16;2013;chapecoense_bra;bragantino_bra
palmeiras;boa;3;0;3;1;3;3;0;5;0;12;13;3;7;9;6;13;19;50;50;southamerica;17163;11;16;2013;palmeiras_bra;boa_bra
americamineiro;atleticogo;3;0;3;2;5;1;0;2;1;16;19;7;7;9;12;17;11;50;50;brazilserie;5725;11;16;2013;americamineiro_bra;atleticogo_bra
avai;americarn;0;1;1;5;6;1;0;0;0;16;13;5;6;11;7;9;15;54;46;brazilcopa;2316;11;16;2013;avai_bra;americarn_bra
sportrecife;parana;2;0;2;1;9;3;1;2;0;5;13;0;6;5;7;24;16;36;64;brazilcopa;19545;11;16;2013;sportrecife_bra;parana_bra
oeste;figueirense;2;2;4;3;6;2;0;1;0;7;12;3;6;4;6;24;14;51;49;brazilserie;575;11;16;2013;oeste_bra;figueirense_bra
saocaetano;joinville;3;2;5;3;11;5;0;4;0;11;12;4;7;7;5;25;20;45;55;brazilserie;199;11;16;2013;saocaetano_bra;joinville_bra
figueirense;asa;2;0;2;5;2;1;0;5;0;8;6;2;3;6;3;14;21;45;55;southamerica;6989;11;22;2013;figueirense_bra;asa_bra
joinville;americamineiro;2;1;3;7;5;3;0;5;0;11;15;3;8;8;7;19;18;52;48;brazilserie;2063;11;22;2013;joinville_bra;americamineiro_bra
icasa;chapecoense;1;2;3;8;6;1;0;0;0;21;12;13;3;8;9;14;15;56;44;brazilserie;10750;11;23;2013;icasa_bra;chapecoense_bra
oeste;atleticogo;2;4;6;2;6;4;0;5;0;12;14;8;6;4;8;12;23;50;50;brazilserie;584;11;23;2013;oeste_bra;atleticogo_bra
boa;sportrecife;2;3;5;9;3;0;0;1;0;7;4;5;2;2;2;6;15;63;37;brazilserie;752;11;23;2013;boa_bra;sportrecife_bra
abc;avai;1;0;1;10;4;5;0;3;0;15;11;6;5;9;6;19;17;41;59;brazilcopa;6492;11;23;2013;abc_bra;avai_bra
palmeiras;ceara;4;1;5;5;6;1;0;3;0;14;21;5;8;9;13;18;20;61;39;southamerica;7121;11;23;2013;palmeiras_bra;ceara_bra
guaratingueta;parana;3;4;7;12;3;2;0;5;0;17;6;7;4;10;2;17;21;60;40;brazilserie;815;11;23;2013;guaratingueta_bra;parana_bra
paysandu;bragantino;0;1;1;2;1;5;2;3;1;9;0;2;0;7;0;14;15;61;39;brazilcopa;12465;11;23;2013;paysandu_bra;bragantino_bra
saocaetano;americarn;2;2;4;10;3;5;0;4;0;23;10;12;6;11;4;20;22;55;45;brazilserie;205;11;23;2013;saocaetano_bra;americarn_bra
asa;saocaetano;1;0;1;5;2;2;0;1;0;12;8;6;3;6;5;19;19;49;51;brazilserie;936;11;29;2013;asa_bra;saocaetano_bra
americamineiro;abc;0;0;0;10;5;1;0;4;0;10;10;7;3;3;7;18;22;59;41;brazilserie;724;11;29;2013;americamineiro_bra;abc_bra
avai;boa;1;0;1;4;1;1;0;3;0;10;9;4;3;6;6;20;18;54;46;brazilcopa;568;11;29;2013;avai_bra;boa_bra
chapecoense;palmeiras;1;0;1;2;7;5;0;2;0;9;18;3;7;6;11;17;11;50;50;brazilserie;9251;11;30;2013;chapecoense_bra;palmeiras_bra
ceara;joinville;0;3;3;13;6;2;1;3;0;21;10;8;5;13;5;15;22;51;49;southamerica;21992;11;30;2013;ceara_bra;joinville_bra
americarn;oeste;2;2;4;6;10;2;0;3;0;15;13;5;3;10;10;12;23;46;54;brazilcopa;78;11;30;2013;americarn_bra;oeste_bra
